path_original,status,transpose,stretch,path_aug,detail
..\..\data\finetuning_v3\mozart_sonatas_merged\2piano_sonata_280_(hisamori)_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\2piano_sonata_280_hisamori_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\2piano_sonata_280_(hisamori)_merged_piano.mid,OK,-2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\2piano_sonata_280_hisamori_merged_piano__tr-2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,-2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr-2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,-1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr-1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,-1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr-1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\3piano_sonata_281_(hisamori)_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\3piano_sonata_281_hisamori_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr+1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr+1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr+3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr+2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\4piano_sonata_282_(hisamori)_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\4piano_sonata_282_hisamori_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,-1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr-1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr+1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,-2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr-2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr+1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,-3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr-3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,-1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr-1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,0,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr0__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr+3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\5piano_sonata_283_(hisamori)_merged_piano.mid,OK,2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\5piano_sonata_283_hisamori_merged_piano__tr+2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,-2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr-2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,-3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr-3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,2,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr+2__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\6piano_sonata_284_(hisamori)_merged_piano.mid,OK,0,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\6piano_sonata_284_hisamori_merged_piano__tr0__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr+1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr+2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr+3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr+2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr+1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\7piano_sonata_309_(hisamori)_merged_piano.mid,OK,-2,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\7piano_sonata_309_hisamori_merged_piano__tr-2__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr+2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr+3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-2,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-2__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,2,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr+2__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\8piano_sonata_331_(hisamori)_merged_piano.mid,OK,-2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\8piano_sonata_331_hisamori_merged_piano__tr-2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,-2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr-2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,-2,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr-2__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr+2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\9piano_sonata_310_(hisamori)_merged_piano.mid,OK,-3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\9piano_sonata_310_hisamori_merged_piano__tr-3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr+1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,0,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr0__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr+1__ts1p050.mid,
