path_original,status,transpose,stretch,path_aug,detail
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,-3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr-3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_piano_sonata_in_b_flat_minor_400_(c)iscenko_merged_piano.mid,OK,2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_piano_sonata_in_b_flat_minor_400_ciscenko_merged_piano__tr+2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,0,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr0__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,0,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr0__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,-3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr-3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr+1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr+1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,-2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr-2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,0,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr0__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr+1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,-3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr-3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_1_(c)ishenko_merged_piano.mid,OK,2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_1_cishenko_merged_piano__tr+2__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,-1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr-1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,0,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr0__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,1,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+1__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,-1,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr-1__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,3,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+3__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,0,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr0__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,0,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr0__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_2_(c)ishenko_merged_piano.mid,OK,2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_2_cishenko_merged_piano__tr+2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,0,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr0__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-3,0.95,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-3__ts0p950.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr+3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,2,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr+2__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-2,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-2__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,3,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr+3__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr+1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-1,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-1__ts0p975.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-2,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-2__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-1,1.05,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-1__ts1p050.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,3,1.0,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr+3__ts1p000.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-1,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-1__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-3,1.025,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-3__ts1p025.mid,
..\..\data\finetuning_v3\mozart_sonatas_merged\mozart_sonata_2-pianos_375_3_(c)ishenko_merged_piano.mid,OK,-2,0.975,..\..\data\finetuning_v3\mozart_sonatas_aug\mozart_sonata_2-pianos_375_3_cishenko_merged_piano__tr-2__ts0p975.mid,
